Respondent ID,Collector ID,Start Date,End Date,IP Address,Program Country:Response,Program Duration: Response,Other (please specify),Program Start MonthResponse,Program Start Year:Open-Ended Response,T-shirt size (so we can mail you a WT t-shirt!)Response,Please answer the following question:I am satisfied with the service and support I have received from WorldTeach as a volunteer.,Comments:,I would describe myself as:Resourceful,I would describe myself as:Patient,I would describe myself as:Culturally Competent,I would describe myself as:Adaptable,I would describe myself as:Emotionally Intelligent,I would describe myself as:Resilient,"In your own words, how has WorldTeach contributed to the enhancement of these characteristics?Open-Ended Response","In retrospect, please rate the following aspects of the WorldTeach experience. WorldTeach...a) Offered a useful service to the host country","In retrospect, please rate the following aspects of the WorldTeach experience. WorldTeach...b) Gave me a meaningful teaching experience","In retrospect, please rate the following aspects of the WorldTeach experience. WorldTeach...c) Increased my understanding of another culture","In retrospect, please rate the following aspects of the WorldTeach experience. WorldTeach...d) Improved my skills in the local language","In retrospect, please rate the following aspects of the WorldTeach experience. WorldTeach...e) Helped define/change my career outlook","In retrospect, please rate the following aspects of the WorldTeach experience. WorldTeach...f) Provided a worthwhile experience",Please rate the following: I found the following WorldTeach program features to be useful during my year of service:Pre-departure materials and assistance,Please rate the following: I found the following WorldTeach program features to be useful during my year of service:Orientation & in-country training,Please rate the following: I found the following WorldTeach program features to be useful during my year of service:Mid-Service Conference,Please rate the following: I found the following WorldTeach program features to be useful during my year of service:In-country staff support & communication with Field Director,Please rate the following: I found the following WorldTeach program features to be useful during my year of service:Site visit/teaching observation by Field Director,Please rate the following: I found the following WorldTeach program features to be useful during my year of service:End-of-Service,"Looking back, what do you wish you had known before participating in WorldTeach?Open-Ended Response","What was your most memorable experience(s) with WorldTeach and why? (e.g. overcoming a challenge, something surprising about the country/program, a rewarding experience, etc.)Open-Ended Response",What is the most interesting thing you learned about yourself through this experience?Open-Ended Response,What was most difficult for you in this experience?  How did you confront this challenge?Open-Ended Response,What qualities do you think are important for WorldTeach volunteers to have?Open-Ended Response,What advice would you give to someone considering WorldTeach?Open-Ended Response,Please rank this statement:I would recommend WorldTeach to others,Please comment:,Program TypeResponse,Did you take part in the Intercultural Development Inventory (IDI)?Response,Please rate your agreement with the following statements:I found the IDI profile and Individual Development Plan (IDP) useful during the Fellowship.,Please rate your agreement with the following statements:The IDI mentoring session with the qualified administrator (QA) was helpful for my intercultural competence development.,Please rate your agreement with the following statements:The overall intercultural competence professional development component of the Fellowship will assist me in my career.,Please provide any additional comments or feedback on the WorldTeach IDI program.Open-Ended Response,Please rate the following aspects of the Fellowship ProgramI found the webinar topics to be interesting,Please rate the following aspects of the Fellowship ProgramI found the project to be a valuable process,Please rate the following aspects of the Fellowship ProgramI am satisfied with the Fellowship Program,What are your plans following the end of the program? Open-Ended Response,"We rely on our alumni for the continued success of our program. Please indicate ways you would be willing to help WorldTeach. Please note that we anticipate your future cooperation, and greatly appreciate your support.I would not like to support WorldTeach as an alum in any of the following capacities.","We rely on our alumni for the continued success of our program. Please indicate ways you would be willing to help WorldTeach. Please note that we anticipate your future cooperation, and greatly appreciate your support.Country Expert: During the application process we have two important conversations with potential volunteers, one being the admissions interview conducted by the Director of Admissions and the second is answering questions about the program and the experience. That's where our alumni come in and serve as country experts. Country experts serve 3 month terms (extending is possible). Your photo and a short bio is posted on the website. Once applicants have completed the interview portion a link to the country experts page is shared with the applicant allowing access to read about your experience and reach out to you by email to ask country and program specific questions.","We rely on our alumni for the continued success of our program. Please indicate ways you would be willing to help WorldTeach. Please note that we anticipate your future cooperation, and greatly appreciate your support.College Fair Recruiter: Help represent WorldTeach at recruiting events sponsored by colleges and universities. We will send you the necessary information and materials to display at the event including a sign-up sheet, flyers and other WorldTeach materials. Your role would be to prepare a table to display, share your experience with potential candidates, have them sign up to be contacted in the future for WorldTeach program information, and follow up with a brief fair evaluation. You may be partnered with other returned volunteers to help you recruit potential candidates. We are constantly expanding our programs and college outreach events are essential means of increasing our applicant pool. Additionally, this is a fun opportunity to get others excited about international volunteerism and teaching by sharing all your great stories.","We rely on our alumni for the continued success of our program. Please indicate ways you would be willing to help WorldTeach. Please note that we anticipate your future cooperation, and greatly appreciate your support.University Ambassador Outreach: WorldTeach seeks alumni to lead recruitment, outreach, and community-building initiatives on the university campuses where they live, study, work, or attended. University Ambassadors serve as a bridge between colleges and the WorldTeach headquarters in Boston, MA, and spearhead WorldTeach expansion efforts by spreading the word about its mission in communities across the country that it would otherwise not be able to do. WorldTeach would supply materials and training for you to facilitate info sessions, speak to different campus departments, distribute flyers, and contact professors.","We rely on our alumni for the continued success of our program. Please indicate ways you would be willing to help WorldTeach. Please note that we anticipate your future cooperation, and greatly appreciate your support.Please note the locations/institution of your availability",Did you utilize the assistance provided by the Office of EducationResponse,Please rate your agreement with the following statmentsMy students are interested in learning in my class,Please rate your agreement with the following statmentsI feel appreciated for my teaching,Please rate your agreement with the following statmentsMy local language skills are adequate for my teaching placement,Please rate your agreement with the following statmentsPlease comment on any of the above.,Please rate the contribution of the following sources to your teaching success:My school supplied me with a Teacher Guide of Textbook,Please rate the contribution of the following sources to your teaching success:The Internet,Please rate the contribution of the following sources to your teaching success:Professional Learning Communities (PLCs),Please rate the contribution of the following sources to your teaching success:Correspondence with the Office of Education,Please rate the contribution of the following sources to your teaching success:Volunteer Resource Manual,Please rate the contribution of the following sources to your teaching success:WorldTeachNet,Please rate the following:Professional Learning Communities (PLCs) were useful to me,Please rate the following:The Five Step Lesson Plan Template was useful to me,Please rate the following:The Data Analysis Tool was useful to me,Please rate the following:The Professional Development Modules (Scholarly Articles) were useful to me,Please rate the following:WorldTeachNet was useful to me,Please rate the following:Skype Office Hours or e-mails with the Office of Education was useful to me,Please rate the following:I am satisfied in the Educational Support I have access to from WorldTeach,In what ways could the WorldTeach Office of Education provide you with stronger teacher support?Open-Ended Response,Please rank how you would agree to the satisfaction of the following aspects of your program:Location of placement (e.g. town/village),"Please rank how you would agree to the satisfaction of the following aspects of your program:School placement (e.g. teaching assignment, administrative support)",Please rank how you would agree to the satisfaction of the following aspects of your program:Host Family/housing,"What factors contributed to your level of satisfaction in your town/village, school and host family/housing?Open-Ended Response",My monthly stipend was adequate to live on.Response,My monthly stipend was adequate to live on.Please comment:,How much would you recommend for a new participant to bring in additional spending money?Open-Ended Response,Please describe any and all extra-curricular activities/projects you have become involved with or started.  Which were successful? Which were not successful?  What factors affected success of extra projects?Open-Ended Response,"If you received medical attention, please rate your agreement to the following aspects of your medical care:I received quality medical care.","If you received medical attention, please rate your agreement to the following aspects of your medical care:The medical facilities were sanitary.",The medical facilities were sanitary.,The medical facilities were sanitary.,Did you use your Seven Corners insurance coverage while serving?Response,"If you did use Seven Corners, please rate the following aspects of your Seven Corners insurance coverage:It covered my medical needs in-country.","If you did use Seven Corners, please rate the following aspects of your Seven Corners insurance coverage:It was easy to use.",Please comment on your Seven Corners insurance coverage.Open-Ended Response,Please rate your agreement to the following aspects of safety during your service.I felt safe in my home.,Please rate your agreement to the following aspects of safety during your service.I felt safe in my community.,Please rate your agreement to the following aspects of safety during your service.I felt safe in my country of service.,Please rate your agreement to the following aspects of safety during your service.Please expand on any of the above.,Please rate the Field Director on the following:1. Was accessible and eager to help.,Please rate the Field Director on the following:2. Responded promptly to requests for help.,Please rate the Field Director on the following:3. Anticipated needs of volunteers.,"Please rate the Field Director on the following:4. Followed through on administrative, site, or housing issues.",Please rate the Field Director on the following:5. Kept volunteers informed of changes and relevant information.,Has this field staff member conducted a site visit with you?Response,"If yes,a) The site visit was useful to me.","If yes,b) The field staff member made me feel supported.","If yes,c) The field staff member gave me useful and professional feedback.",Do you have another member of WorldTeach in-country field staff for whom to provide feedback?Response,Please rate the field staff on the following:1. Was accessible and eager to help.,Please rate the field staff on the following:2. Responded promptly to requests for help.,Please rate the field staff on the following:3. Anticipated needs of volunteers.,"Please rate the field staff on the following:4. Followed through on administrative, site, or housing issues.",Please rate the field staff on the following:5. Kept volunteers informed of changes and relevant information.,Has this field staff member conducted a site visit with you?Response,"If yes,a) The site visit was useful to me.","If yes,b) The field staff member made me feel supported.","If yes,c) The field staff member gave me useful and professional feedback."
5470577308,98492848,12/22/17 14:19,12/22/17 14:21,24.194.151.111,Namibia,Yearlong,,December,2016,M,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5467485930,98517192,12/14/17 16:51,12/14/17 17:02,181.196.54.19,Ecuador,Yearlong,,February,2017,L,Agree,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,My experience in Ecuador has definitely helped me become more culturally competent.,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,I think my most memorable experiences have been in the classroom. Teaching has helped me gain more self-confidence and I have felt very rewarded in the classroom.,That I am a competent and good teacher.,Teaching a lot of different English levels (and having a new teaching schedule and class every cycle) was the most difficult part of this experience. I confronted this challenge by going with the flow and trying to do my best.,"Patience, Resourcefulness, Self-Awareness, Curiosity",,Agree,,Volunteer Program,,,,,,,,,I am staying in Ecuador and continuing to teach at CEC!,,"Country Expert: During the application process we have two important conversations with potential volunteers, one being the admissions interview conducted by the Director of Admissions and the second is answering questions about the program and the experience. That's where our alumni come in and serve as country experts. Country experts serve 3 month terms (extending is possible). Your photo and a short bio is posted on the website. Once applicants have completed the interview portion a link to the country experts page is shared with the applicant allowing access to read about your experience and reach out to you by email to ask country and program specific questions.",,,,No,Agree,Agree,Strongly Agree,,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,,Strongly Agree,Agree,Strongly Agree,,Yes,It was adequate but I needed more. ,"The more, the better.",I have consistently taken Spanish classes this year. I started a language exchange with my fellow volunteer. Both have been successful.,,,,,No,,,,Agree,Disagree,Disagree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,,,,No,,,,,,,,,
5463595944,98517192,12/5/17 12:04,12/5/17 12:24,190.130.235.44,Ecuador,Yearlong,,February,2017,S,Agree,"The WorldTeach staff was extremely responsive to any concerns that I had. Luckily, there were not many.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,WorldTeach provided me with the opportunity to further develop all of these attributes in a supportive environment.,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,I felt adequately informed.,My most memorable experience with WorldTeach was probably the bonding that took place in orientation. ,"I am older and fairly self aware. So, this experience reinforced, more than taught me, that I am infinitely adaptable and can find my comfort zone anywhere I go.","Living with the host family was the most difficult challenge for me. I am older and unaccustomed to living in that type of environment. That said, the family was wonderful and generous, but living on my own here has been much more comfortable.","First and foremost, adaptability is key. Setting realistic expectations (meaning not having too many) will enable you to embrace every situation without disappointment.","Be realistic and ready for challenges, but know that every obstacle you will face will be worth the trouble ten-fold.",Agree,,Volunteer Program,,,,,,,,,"Post service, I will continue to travel South America.",,"Country Expert: During the application process we have two important conversations with potential volunteers, one being the admissions interview conducted by the Director of Admissions and the second is answering questions about the program and the experience. That's where our alumni come in and serve as country experts. Country experts serve 3 month terms (extending is possible). Your photo and a short bio is posted on the website. Once applicants have completed the interview portion a link to the country experts page is shared with the applicant allowing access to read about your experience and reach out to you by email to ask country and program specific questions.",,,,No,Agree,Agree,Agree,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,"More of orientation could be spent on preparation for teaching, rather than ""life skills"", but I feel like the opportunity to learn by doing is supported and adequate enough to do a good job.",Agree,Agree,Agree,,Yes,,A $2500 financial buffer should be enough for you to do what you want to do and live how you want to live.,,,,,,No,,,,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,No,,,,No,,,,,,,,,
5458959678,98517192,11/24/17 13:05,11/24/17 13:31,201.218.11.43,Ecuador,Yearlong,,February,2017,M,Disagree,There was a lot of turnover with staff and when new staff began they were overwhelmed. We were essentially abandoned after midservice and I no longer felt like a WorldTeach volunteer - just another teacher at CEC.,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,"Yes, because it felt like we did not have support, I further enhanced my resourcefulness skills.",Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,"I wish I had known that this particular program in Quito is more about gaining teaching experience than providing an unmet need. CEC does not need us. There was no unmet need that we filled. In fact, CEC receives a competitive advantage through the partnership with WorldTeach. The senior staff at CEC have been clear that their focus is churning students through and making money. Providing a good education is at the bottom of the list. I am not clear as to why WorldTeach continues this partnership with CEC. We are essentially a moneymaking machine for them. Also, I think we negatively impact other ESL teachers because CEC would prefer us over them as we are cheaper.",I was lucky enough to teach a superior level class that has no syllabus or materials. This teaching experience has been truly wonderful. WorldTeach did not observe me as they attempted to schedule my observation 6 weeks before the end of my service which is absurd and would have provided me with negligible value.,I am a good teacher and I love teaching. ,"It was really frustrating realizing that I signed up for something that was less of volunteering and providing service and more of being a money maker. I have tried to have confersations with the FD and AFDs about this, and plan to send something to the head office as I truly feel either the marketing of this program should change or you should revisit where and how you are deploying scarce resources.","Resilience, optimism, realism, and strong interpersonal skills.","Only do it if your goal is to become a teacher. If you want to volunteer and truly serve, go elsewhere.",Disagree,"I do not regret taking this year and doing WorldTeach as one can always make an experience positive if they try. However, this is not volunteering. It is quite disheartening.",Volunteer Program,,,,,,,,,Apply to foundations and IOs and re-enter work within strategic and risk management.,I would not like to support WorldTeach as an alum in any of the following capacities.,,,,,No,Strongly Agree,Strongly Agree,Strongly Agree,,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,"The orientation was focused on acclimating to the culture and there was little focus on how to be a teacher. We then had to follow CEC policies and teach to their exam schedules, so it was about CEC and not WorldTeach materials. Essentially, I was a CEC teacher instead of a WorldTeach volunteer.",Agree,Strongly Disagree,Disagree,"I would have preferred teaching in an area where the community needed us. My first host family situation was horrendous, but luckily Gabby our AFD at the time switched me to a better situation.",Yes,I came with savings as I knew that I was coming here to volunteer. Getting a stipend that would fully cover my cost of living would mean I was no longer a volunteer and again more of an employee.,"If they would like to travel, I would say 2k. I personally spent 6-8k, but I wasnt trying to budget myself and traveled extensively.",I am putting together lesson plans for the Superior Speaking class for future teachers. It has been quite successful.,Agree,Agree,Agree,,Yes,Agree,Agree,"I havent submitted my reimbursement yet, but I have heard good things about it.",Agree,Agree,Disagree,"Robbery is a big problem here. More than many places around the world that I have visited. However, I was never robbed violently. It is something volunteers should be aware of and comfortable with before coming here.",Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,No,,,,No,,,,,,,,,
5458594240,98492848,11/23/17 11:46,11/23/17 15:46,70.75.107.191,Namibia,Yearlong,,January,2017,L,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,The WorldTeach Namibia program requires all these characteristics. The experience was definitely an opportunity to further develop these characteristics.,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,I was lucky to be placed on a homestead where six children lived with their grandmother. Living with them and getting to know how they lived was an unforgettable experience. The children became very important to me. To get a second family wasn't something I expected when I signed up to the for the program.,"I'm not just bad at learning a second language, I'm pathetic.","The lack of readily available transportation was challenging. Having a vehicle would have made life so much easier. In response to this challenge, I developed more patience to wait extended periods for rides and got real good at walking long distances on quite Sunday afternoons. ",I think volunteers need a good sense of humor and to be resilient. , Be accepting of the fact that not everything at the school will change quickly or ever no matter how much you think they should. Realize that few things will turn out the way you thought they would and only the adaptable will succeed.,Strongly Agree,Living and teaching in Namibia was an amazing experience.,Volunteer Program,,,,,,,,,I will go home and return to my engineering career.,I would not like to support WorldTeach as an alum in any of the following capacities.,,,,,No,Disagree,Agree,Agree,I taught classes that the students weren't required to pass therefore they weren't motivated to learn the course material.,Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Strongly Agree,Staying in the village to learn about the typical way a life was interesting and a good experience.    I enjoyed the school placement although I ended up not teaching what I signed up for. I was reassigned to only classes that the students were not required to pass.     Living with my host family was one of the highlights of my Namibian experience.,No,I didn't make any extreme effort to stay within a budget based on the stipend and I generally enjoyed myself especially when an opportunity to travel came up. Also  I spent a fair amount of money supporting my host family.,"Excluding money for travel during the school breaks, I recommend $2000. ","I was involved in athletics and soccer extra-curricular activities. The soccer was successful in that the students played on a regular basis while soccer balls were available, but no transportation could be arranged to go to tournaments as no funds where available. Likewise promised transportation was never available for running competitions that the school was invited to. ",,,,,No,,,,Strongly Agree,Agree,Agree,"I was often told to be worried about my safety in my village, but I never felt unsafe.",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Agree,Strongly Agree,Agree,No,,,,,,,,,
5457634487,98517192,11/21/17 8:27,11/21/17 8:44,190.155.209.48,Ecuador,Yearlong,,February,2017,S,Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,"I think that worldteach has given support when needed, and the opportunity to discuss the above characteristics if troubles arose. ",Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,"A better packing list, and more information about the school if possible. ",I have had many memorable experience interacting with students in the classroom and through our language exchange. ,I learned more about my ability to adapt and be independent in a new country. I have more confidence in myself and believe I am a stronger and more resilient person after my time in Ecuador. ,I think the most difficult thing is some challenges culturally about living in Ecuador - the safety issues and the machismo culture is something that I still struggle with. It is important to always be aware (to avoid being in a dangerous situation) and to try to better understand the machismo culture through talking with people (both foreigners and locals) about it. ,"Resilience, adaptability, flexibility, patience, adventurousness, a sense of humor, courage, independence, confidence",I think it's a wonderful experience and will vastly expand their outlook on life - I'd say go for it! But be sure to be open-minded and flexible about what the experience will throw at them. ,Agree,"There have been some logistical and organizational issues, but overall I have really enjoyed my experience with WT",Volunteer Program,,,,,,,,,Extending with CEC and then (hopefully) attending grad school Fall 2018,,"Country Expert: During the application process we have two important conversations with potential volunteers, one being the admissions interview conducted by the Director of Admissions and the second is answering questions about the program and the experience. That's where our alumni come in and serve as country experts. Country experts serve 3 month terms (extending is possible). Your photo and a short bio is posted on the website. Once applicants have completed the interview portion a link to the country experts page is shared with the applicant allowing access to read about your experience and reach out to you by email to ask country and program specific questions.",,,I will not be back in the US until August 2018 and I'm not sure what city I'll be in then! ,No,Agree,Agree,Strongly Agree,,Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Disagree,I love being in Quito and CEC definitely has some problems but overall is a good institution. I was not satisfied with my host family because I didn't ever feel welcomed into the family. ,Yes,Barely! ,"Definitely - esp during the first couple months, and if they want to do any traveling it's necessary! ","Language exchange, volunteering at Baca Ortiz",Agree,Strongly Agree,Agree,,Yes,Agree,Agree,"Haven't been reimbursed yet, but I hopefully will soon! ",Agree,Agree,Agree,"Definitely felt safe overall, but not walking alone at night or with valuables. ",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,Disagree,Agree,Agree,Yes,Agree,Agree,Disagree,Agree,Agree,Yes,Disagree,Agree,Agree
5457427371,98517192,11/20/17 20:11,11/20/17 20:12,181.175.231.26,Ecuador,Yearlong,,February,2017,M,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5457323410,98517192,11/20/17 14:01,11/20/17 14:59,201.218.11.43,Ecuador,Yearlong,,February,2017,M,Strongly Agree,"I haven’t needed or asked for much support, but the WT Ecuador staff have always been there when I’ve needed them.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,"Living and teaching in a new place, with different resources, customs, and ideas of efficiency require the above skills.",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,"That I would be teaching at a major university, with middle to upper class students and a very grammar-heavy curriculum.",I became friends with a student from a previous cycle and her family invited me on a trip to the Amazon. A wonderful feeling to be part of a family like that — and great spanish practice!,That I’m very good at adapting to and embracing a new country and language.,"Being asked to teach the TOEFL preparation course was great, but a real challenge. I had to focus almost exclusively on the material for two months to feel comfortable teaching it. Ultimately, a great experience.","Flexible, open-minded, inquisitive, respectful, and dedicated.","Learn as much of the language as you can before you arrive. Be prepared to adapt to a school’s curriculum and culture. If you lived alone before, be ready to live in a host family with different, potentially more restrictive expectations for you.",Agree,"I’ve had a wonderful time in Ecuador and I’m so happy that I came. However, it’s not the volunteer experience of providing an important service to an underserved community that I was expecting. I’d recommend the program but let them know that the work is somewhat misrepresented.",Volunteer Program,,,,,,,,,I’ll be returning to Quito to teach more classes with CEC.,,"Country Expert: During the application process we have two important conversations with potential volunteers, one being the admissions interview conducted by the Director of Admissions and the second is answering questions about the program and the experience. That's where our alumni come in and serve as country experts. Country experts serve 3 month terms (extending is possible). Your photo and a short bio is posted on the website. Once applicants have completed the interview portion a link to the country experts page is shared with the applicant allowing access to read about your experience and reach out to you by email to ask country and program specific questions.",,,,Yes,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,,Strongly Agree,Disagree,Strongly Agree,"It’s clear that Ecuador needs English teachers, but CEC doesn’t need our help. Their focus is on making money, and student learning and success comes second. I often felt like cheap labor here. ",Yes,It was just enough. A little more would have been nice.,"At least $2000, for vacations and occasional treats. $3000 would be better.","English-Spanish Language Exchange: with two other cohort volunteers, I created a language exchange that meets every Sunday afternoon. It has been very successful, originally attracting students from the school seeking speaking practice, but has grown to include non-CEC students. Very rewarding.",Strongly Agree,Strongly Agree,Strongly Agree,,Yes,Strongly Agree,Strongly Agree,Easy and fast. ,Strongly Agree,Agree,Agree,"Lots of other volunteers had things stolen, but I’ve only had a few sketchy situations. I was able to maneuver out of them easily.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Agree,Strongly Agree,Strongly Agree,No,,,,,,,,,
5454416647,98492848,11/13/17 23:17,11/13/17 23:44,105.232.34.237,Namibia,Yearlong,,December,2016,S,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Living with few resources enhanced resilience. Exposure to Namibian culture tests patience.,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Specifics and the my placement in the Zambezi region (hostel school, shared accommodation)",Creating the blog with the learners,I found the teacher in me and my teaching style,"The lack of privacy and alone time for 8 month, until i changed accommodation","Adaptable, resilient",Prepare yourself for the worst and you will have the best time.,Agree,,Volunteer Program,,,,,,,,,Extension for a second year,,"Country Expert: During the application process we have two important conversations with potential volunteers, one being the admissions interview conducted by the Director of Admissions and the second is answering questions about the program and the experience. That's where our alumni come in and serve as country experts. Country experts serve 3 month terms (extending is possible). Your photo and a short bio is posted on the website. Once applicants have completed the interview portion a link to the country experts page is shared with the applicant allowing access to read about your experience and reach out to you by email to ask country and program specific questions.",,,,No,Agree,Agree,Agree,,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Disagree,,Yes,,"The extra money is mostly used for traveling. Plan for one week in March, a month in May and another week in August.",Multimedia club  Learners blog  Science quiz competition coaching   Fundraising with learners to local businesses (unsuccessful)  Development of excel tools for management,,,,NA,No,,,NA,Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Yes,Agree,Agree,Agree,No,,,,,,,,,
5422273609,98249411,9/2/17 15:47,9/2/17 15:49,75.140.10.32,Thailand,Yearlong,,October,2016,XL,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
