Respondent ID,Collector ID,Start Date,End Date,IP Address,Program Country:,Program Duration:,If an alternate duration please specify:,Program Start Month:,Program Start Year:,May we use quotes from your responses for WorldTeach publicity?,"If we use these quotes, may we use your name in addition to the program?","As referenced in the WorldTeach media waiver and social media training, WorldTeach relies on your stories to communicate our mission and continue building off your efforts in your communities year after year. Please share the web address of your blog/photo/YouTube site here for this purpose.",I would describe myself as: Resourceful,I would describe myself as: Patient,I would describe myself as: Culturally Competent,I would describe myself as: Adaptable,I would describe myself as: Emotionally Intelligent,I would describe myself as: Resilient,What programs besides WorldTeach did you consider?,WorldTeach's costs were a factor in my choice,WorldTeach's reputation was a factor in my choice,The application process was clear,I received quality information during the application process,The admissions process was professional,During the admissions process WorldTeach had adequate communication,Additional Comments on the application process:,The following resources were useful to me prior to departure: Journey to WorldTeach,The following resources were useful to me prior to departure: WorldTeach Know Before You Go Web Page,The following resources were useful to me prior to departure: WorldTeach Fundraising Guide,The following resources were useful to me prior to departure: Additional comments on pre-departure literature,Did you sign up for the WorldTeach TEFL Certification?,What had the most impact on deciding about obtaining your TEFL certification:,I am satisfied with the support I received from WorldTeach prior to departure.,Additional comments on overall pre-departure support:,What could the U.S. office have done to better prepare you prior to departure?,Please comment on your accommodation during Orientation: It was convenient.,Please comment on your accommodation during Orientation: I felt comfortable and safe.,Please comment on your accommodation during Orientation: I would recommend using it for future groups.,Please comment on your accommodation during Orientation: Any other feedback on accommodation?,Please rate the following aspects of Orientation: Language training was beneficial,Please rate the following aspects of Orientation: Cross-cultural training was beneficial,Please rate the following aspects of Orientation: Group team building was beneficial,Please rate the following aspects of Orientation: Group and individual reflection activities were beneficial,I am satisfied with the support I received during Orientation,What were the overall highlights of Orientation?,Please rate your field staff on the following: Addressed group needs well - Strongly Disagree,Please rate your field staff on the following: Addressed group needs well - Disagree,Please rate your field staff on the following: Addressed group needs well - Agree,Please rate your field staff on the following: Addressed group needs well - Strongly Agree,"Combined: Please rate your field staff on the following: Addressed group needs well
",Please rate your field staff on the following: Encouraged group cohesiveness well - Strongly Disagree,Please rate your field staff on the following: Encouraged group cohesiveness well - Disagree,Please rate your field staff on the following: Encouraged group cohesiveness well - Agree,Please rate your field staff on the following: Encouraged group cohesiveness well - Strongly Agree,"Combined: Please rate your field staff on the following: Encouraged group cohesiveness well
",Please rate your field staff on the following: Was sensitive to individual concerns - Strongly Disagree,Please rate your field staff on the following: Was sensitive to individual concerns - Disagree,Please rate your field staff on the following: Was sensitive to individual concerns - Agree,Please rate your field staff on the following: Was sensitive to individual concerns - Strongly Agree,"Combined: Please rate your field staff on the following: Was sensitive to individual concerns
",Please rate your field staff on the following: Was accessible for individual questions - Strongly Disagree,Please rate your field staff on the following: Was accessible for individual questions - Disagree,Please rate your field staff on the following: Was accessible for individual questions - Agree,Please rate your field staff on the following: Was accessible for individual questions - Strongly Agree,"Combined: Please rate your field staff on the following: Was accessible for individual questions
",Please rate your field staff on the following: Encouraged/was open to feedback - Strongly Disagree,Please rate your field staff on the following: Encouraged/was open to feedback - Disagree,Please rate your field staff on the following:Encouraged/was open to feedback - Agree,Please rate your field staff on the following: Encouraged/was open to feedback - Strongly Agree,"Combined: Please rate your field staff on the following: Encouraged/was open to feedback
",Please rate your field staff on the following: Was knowledgeable about country/culture - Strongly Disagree,Please rate your field staff on the following: Was knowledgeable about country/culture - Disagree,Please rate your field staff on the following: Was knowledgeable about country/culture - Agree,Please rate your field staff on the following: Was knowledgeable about country/culture - Strongly Agree,"Combined: Please rate your field staff on the following: Was knowledgeable about country/culture
",Please rate your field staff on the following: Was knowledgeable about training topics - Strongly Disagree,Please rate your field staff on the following: Was knowledgeable about training topics - Disagree,Please rate your field staff on the following: Was knowledgeable about training topics - Agree,Please rate your field staff on the following: Was knowledgeable about training topics - Strongly Agree,"Combined: Please rate your field staff on the following: Was knowledgeable about training topics
",Please rate your field staff on the following: Gave clear and effective presentations - Strongly Disagree,Please rate your field staff on the following: Gave clear and effective presentations - Disagree,Please rate your field staff on the following: Gave clear and effective presentations - Agree,Please rate your field staff on the following: Gave clear and effective presentations - Strongly Agree,Combined: Please rate your field staff on the following: Gave clear and effective presentations,Please rate your field staff on the following: Was well-organized - Strongly Disagree,Please rate your field staff on the following: Was well-organized - Disagree,Please rate your field staff on the following: Was well-organized - Agree,Please rate your field staff on the following: Was well-organized - Strongly Agree,"Combined: Please rate your field staff on the following: Was well-organized
",Please rate your field staff on the following: Was approachable - Strongly Disagree,Please rate your field staff on the following: Was approachable - Disagree,Please rate your field staff on the following: Was approachable - Agree,Please rate your field staff on the following: Was approachable - Strongly Agree,Combined: Please rate your field staff on the following: Was approachable,Do you have another member of WorldTeach in-country field staff for whom to provide feedback?,Please rate your field staff on the following:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503032828,98797419,3/26/2018 17:19,3/26/2018 17:25,186.69.119.103,Ecuador,Year,,February,2018,Yes,Name and Program,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Peace Corp, Graduate school",Disagree,Agree,Agree,Agree,Agree,Agree,,Strongly Agree,N/A,Agree,,No,,Strongly Agree,,Provided more details about the specific locale in which I would be teaching  ,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Getting to know the cohort. Fun openers and activities helped to add cohesiveness to the group and support a team based environment,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502642001,98797419,3/25/2018 15:17,3/25/2018 15:54,190.131.145.56,Ecuador,Year,,February,2018,Yes,Program Only,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fulbright ,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,,Strongly Agree,Agree,N/A,,No,,Strongly Agree,,More concise communication. Or one final email with crucial info because we receive so many.,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The diverse seminars led by community members and volunteers. ,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502624003,98797419,3/25/2018 13:57,3/25/2018 14:02,186.71.156.99,Ecuador,Year,,February,2018,Yes,Name and Program,,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Peace corps, teach for America ",Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Agree,Strongly Agree,Agree,,No,,Strongly Agree,,If possible send predeparture information sooner,Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Agree,Agree,Agree,Spanish class  When sept. Cohort volunteers came for different topics ,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,,Strongly Agree,Strongly Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502466164,98797419,3/24/2018 18:22,3/24/2018 18:37,190.130.223.245,Ecuador,Year,,February,2018,Yes,Name and Program,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,I considered Peace Corps as well.,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,,Agree,Agree,Disagree,,No,,Agree,,"I would have liked more site specific information. For instance, more information about the school we would be working for. I know this is difficult considering placements happen later. However, I would have liked to learn about the company I would be working for before getting here. ",Strongly Agree,Strongly Agree,Agree,,Agree,Agree,Strongly Agree,Agree,Strongly Agree,We have very attentive and personable field staff who took the time to listen to feedback in order to make sure we have the most effective orientation experience. ,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502382816,98797419,3/24/2018 10:02,3/24/2018 14:37,190.152.200.150,Ecuador,Year,,February,2018,Yes,Name and Program,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"WorldTeach China was something I also considered, but I did not compare multiple programs.",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Agree,,No,,Agree,I liked having a set checklist to complete before departure. It was nice to have specific steps to take before coming to Ecuador.,"I wish we had been given a better sense of what the orientation would be like. The days were really long and some sessions were not as important to me as others. We also had to wait a really long time to find out about host families and where we were going to be placed, which was kind of tedious. ",Agree,Agree,Disagree,"I would consider Posada del Maple instead of Casa Jazmin. I stayed in Posada for one night and I liked it a lot better than Casa Jazmin in terms of accommodations. It was also suggested to me that I stay at Posada, even though the accommodations were across the street. I probably would have stayed at Casa Jazmin for the night when I arrived. It would have also been nice to have multiple airport pick ups available because I legitimately could not get a flight to come at 5 p.m. which is why I left the day before and had to arrange taxi and accommodation for myself. It didn't seem like there was any flexibility in terms of pick up and that also led to certain people missing the first orientation dinner because they had later flights. I don't think that was fair or well-planned. It's not the fault of volunteers that many flights were not able to be coordinated around the time that WorldTeach could pick some people up.",Strongly Agree,Agree,Agree,Agree,Agree,Having other volunteers come in and share their experiences  Spanish class  Getting to know my cohort  The weekend trip to Mitad del Mundo and Teleferico,,,Agree,,Agree,,,,Strongly Agree,Strongly Agree,,,Agree,,Agree,,,Agree,,Agree,,,,Strongly Agree,Strongly Agree,,,Agree,,Agree,,,Agree,,Agree,,,,Strongly Agree,Strongly Agree,,,Agree,,Agree,,,Agree,,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488866409,98694299,2/12/2018 9:58,2/12/2018 10:06,41.182.146.226,Namibia,Year,,January,2018,Yes,Program Only,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,American Samoa and Ecuador,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Strongly Agree,Agree,,Yes,The TEFL certification's marketability. I plan to pursue a career teaching English abroad in the immediate future.,Agree,,N/A. The U.S. office was communicative and helpful. ,Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Agree,Agree,Agree,"Spending a week in Swakopmund, having our day excursion over to Dune 7 near Walvis Bay, and the teaching practicum in Kavango West---we had an amazing host family and the location was perfect.",,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5487506641,98694299,2/8/2018 1:25,2/8/2018 1:33,197.188.216.69,Namibia,Year,,January,2018,Yes,Program Only,Not yet started ,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Agree,Agree,Agree,Agree,,N/A,Strongly Agree,Agree,,No,,Agree,,N/A,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,"Highlights: classroom site visits and MYO visit, meeting with UNICEF",,,Agree,,Agree,,,Agree,,Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5484299888,98694299,1/31/2018 3:22,1/31/2018 4:07,105.232.64.94,Namibia,Year,,January,2018,Yes,Name and Program,https://lilliambigdesert.wordpress.com,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Peace corps,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Agree,N/A,Agree,Not all extra costs were shown very clearly. More info would be nice before arriving.,No,,Strongly Agree,,Office was very responsive and I have no complaints of advice.,Agree,Agree,Strongly Agree,,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,"The group meals were great for team building, and the outings were great to experience Namibia a bit while training. The big highlight for me was the time spent in teaching practice or classroom observation. I think orientation was good to learn about culture and things, but it was hard to learn much about culture or education without talking to locals or doing activities outside our living space. Costs can be an issue but I think it is very important to meet people and have group outings to experience classes or Namibian activities in real life so our training had more context.",,,,Strongly Agree,Strongly Agree,,,Agree,,Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,Disagree,,,Disagree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5484242510,98694299,1/30/2018 22:00,1/30/2018 22:31,197.188.218.236,Namibia,Year,,January,2018,Yes,Program Only,,Agree,Agree,Agree,Strongly Agree,Agree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,,Disagree,Strongly Agree,Agree,,No,"I knew I would be teaching math, and TEFL did not seem worth the cost.",Agree,,"I feel I was well prepared, however, a little more information on my site would have been helpful. For example, I'm living on school grounds and was told the school had wifi. Naturally, I assumed the wifi would reach my house but it doesn't. ",Agree,Agree,Agree,,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,"I thought the cultural training was incredibly beneficial. I enjoyed staying on the traditional African homestead, as I feel it will help me better understand my learners.",,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,,,,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5455273499,98427597,11/15/2017 12:29,11/15/2017 14:39,181.196.48.166,Ecuador,Year,,September,2017,Yes,Name and Program,blaisethemariner.wordpress.com,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Programs in Asia,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Disagree,Agree,"Wish there was more information about culture in my pre-departure. Maybe required videos to watch from women, minorities, etc. or about traditions, politics, etc.",Yes,Because I would like to be a TA in graduate school,Disagree,"It could have been a lot better. Instead of just recieving a booklet and a book about Ecuador and being told to read it, WorldTeach could have taken us through a deeper understanding through video of the culture, norms, etc.","It would have been really interesting to have a canvas training page where we had to read, watch videos, write about our understanding, etc. about material for our given destination. ",Agree,Agree,Agree,,Agree,Disagree,Agree,Agree,Agree,Getting to know everyone and Melissa giving time to fill in as Director:),,,,Strongly Agree,Strongly Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,,Disagree,Agree,,DisagreeAgree,,,Agree,,Agree,,,Agree,,Agree,,,Agree,,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
